
------------------------------------------------------------------
- (1/3) Profiling wide_resnet_1B with batch size: 256...
------------------------------------------------------------------
[TMP] Existed profiling results in `./jaxpr/prof_log/optimal/wide_resnet_1B_256.pkl`, updating/rewriting it...
[I] Ray Cluster & Alpa backend initialization is completed.
[I] Device Info:
    - Devices num per node: 1
    - Nodes num: 2
[I] Loading flax model....
[I] Model 'wide_resnet' loads sucessfully. Model Info: 

WideResNet(
    # attributes
    stage_sizes = [3, 4, 6, 3]
    block_cls = BottleneckResNetBlock
    num_classes = 1024
    num_filters = 320
    width_factor = 2
    dtype = float32
    act = relu
) 

[I] Manually construct dummy batch with the shape of (256, 224, 224, 3).
[I] Initialize training state...
[I] Training state initialization is completed.
[I] Constructing Alpa parallelized train step func...
[I] Alpa parallelized train step func construction is completed.
-------------------- Automatic stage clustering --------------------
submesh_choices: ((1, 1), (2, 1))
- Profiling for submesh 1 (2, 1):
- Generate all stage infos (Jaxpr -> HLO)
- Compile all stages
- Profile all stages
result[(0, 15, 1, 0), 0] = ModuleProfileResult(compute_cost=0.003, peak_memory=5.478 GB, invar_size=3.752 GB, outvar_size=0.778 GB, temp_buffer_size=0.949 GB, available_memory=35.242 GB)
result[(0, 15, 1, 1), 0] = ModuleProfileResult(compute_cost=0.084, peak_memory=3.636 GB, invar_size=2.115 GB, outvar_size=0.808 GB, temp_buffer_size=0.714 GB, available_memory=35.242 GB)
result[(0, 15, 1, 0), 1] = ModuleProfileResult(compute_cost=0.075, peak_memory=13.266 GB, invar_size=8.275 GB, outvar_size=3.746 GB, temp_buffer_size=4.992 GB, available_memory=35.242 GB)
result[(0, 15, 1, 1), 1] = ModuleProfileResult(compute_cost=0.160, peak_memory=6.228 GB, invar_size=5.030 GB, outvar_size=2.109 GB, temp_buffer_size=1.198 GB, available_memory=35.242 GB)
Profiling for submesh 1 (2, 1) takes 28.50 seconds
--------------------------------------------------
- Profiling for submesh 0 (1, 1):
- Generate all stage infos (Jaxpr -> HLO)
- Compile all stages
- Profile all stages
result[(1, 6, 0, 0), 0] = ModuleProfileResult(compute_cost=0.000, peak_memory=1.999 GB, invar_size=0.400 GB, outvar_size=0.957 GB, temp_buffer_size=0.643 GB, available_memory=35.446 GB)
result[(1, 6, 0, 1), 0] = ModuleProfileResult(compute_cost=0.000, peak_memory=1.999 GB, invar_size=0.400 GB, outvar_size=0.957 GB, temp_buffer_size=0.643 GB, available_memory=35.446 GB)
result[(0, 6, 0, 1), 0] = ModuleProfileResult(compute_cost=0.000, peak_memory=2.028 GB, invar_size=0.237 GB, outvar_size=1.137 GB, temp_buffer_size=0.655 GB, available_memory=35.446 GB)
result[(0, 6, 0, 0), 0] = ModuleProfileResult(compute_cost=0.000, peak_memory=2.028 GB, invar_size=0.237 GB, outvar_size=1.137 GB, temp_buffer_size=0.655 GB, available_memory=35.446 GB)
result[(0, 7, 0, 0), 0] = ModuleProfileResult(compute_cost=0.000, peak_memory=2.528 GB, invar_size=0.457 GB, outvar_size=1.197 GB, temp_buffer_size=0.874 GB, available_memory=35.446 GB)
result[(0, 7, 0, 1), 0] = ModuleProfileResult(compute_cost=0.000, peak_memory=2.528 GB, invar_size=0.457 GB, outvar_size=1.197 GB, temp_buffer_size=0.874 GB, available_memory=35.446 GB)
result[(0, 8, 0, 1), 0] = ModuleProfileResult(compute_cost=0.000, peak_memory=2.954 GB, invar_size=0.640 GB, outvar_size=1.256 GB, temp_buffer_size=1.058 GB, available_memory=35.446 GB)
result[(0, 8, 0, 0), 0] = ModuleProfileResult(compute_cost=0.000, peak_memory=2.954 GB, invar_size=0.640 GB, outvar_size=1.256 GB, temp_buffer_size=1.058 GB, available_memory=35.446 GB)
result[(1, 7, 0, 0), 0] = ModuleProfileResult(compute_cost=0.000, peak_memory=2.511 GB, invar_size=0.620 GB, outvar_size=1.017 GB, temp_buffer_size=0.874 GB, available_memory=35.446 GB)
result[(1, 7, 0, 1), 0] = ModuleProfileResult(compute_cost=0.000, peak_memory=2.511 GB, invar_size=0.620 GB, outvar_size=1.017 GB, temp_buffer_size=0.874 GB, available_memory=35.446 GB)
